WORKDIR: /audit-output
COMMAND: /audit-output/evidence/stage5/inventory_k.sh /candidate
FILE	reference-semantics/semantics.k	SHA256	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
ITEM	reference-semantics/semantics/float.k	83	rule	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	83	attribute	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	84	rule	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
ITEM	reference-semantics/semantics/float.k	85	rule	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
ITEM	reference-semantics/semantics/float.k	86	syntax	syntax Float ::= toF(Val) [function, total, symbol(toF)]
ITEM	reference-semantics/semantics/float.k	86	attribute	syntax Float ::= toF(Val) [function, total, symbol(toF)]
ITEM	reference-semantics/semantics/float.k	87	rule	rule toF(F:Float) => F        [concrete]
ITEM	reference-semantics/semantics/float.k	87	attribute	rule toF(F:Float) => F        [concrete]
ITEM	reference-semantics/semantics/float.k	88	rule	rule toF(I:Int)   => intToF(I) [concrete]
ITEM	reference-semantics/semantics/float.k	88	attribute	rule toF(I:Int)   => intToF(I) [concrete]
ITEM	reference-semantics/semantics/float.k	93	syntax	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
ITEM	reference-semantics/semantics/float.k	93	attribute	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
ITEM	reference-semantics/semantics/float.k	94	rule	rule ceilF(I:Int)   => I                       [concrete]
ITEM	reference-semantics/semantics/float.k	94	attribute	rule ceilF(I:Int)   => I                       [concrete]
ITEM	reference-semantics/semantics/float.k	95	rule	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	95	attribute	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	99	rule	rule applyUn("-", F:Float) => 0.0 -Float F
ITEM	reference-semantics/semantics/float.k	103	syntax	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	103	attribute	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	104	rule	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	104	attribute	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	105	rule	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
ITEM	reference-semantics/semantics/float.k	107	syntax	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	107	attribute	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	108	rule	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	108	attribute	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	109	rule	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
ITEM	reference-semantics/semantics/float.k	111	syntax	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	111	attribute	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	112	rule	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	112	attribute	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	113	rule	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
ITEM	reference-semantics/semantics/float.k	115	syntax	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	115	attribute	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	116	rule	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	116	attribute	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	117	rule	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
ITEM	reference-semantics/semantics/float.k	119	syntax	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	119	attribute	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	120	rule	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	120	attribute	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	121	rule	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
ITEM	reference-semantics/semantics/float.k	125	syntax	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	125	attribute	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	126	rule	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	126	attribute	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	127	rule	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
ITEM	reference-semantics/semantics/float.k	128	rule	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
ITEM	reference-semantics/semantics/float.k	129	rule	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
ITEM	reference-semantics/semantics/float.k	132	rule	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	133	rule	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	134	rule	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	135	rule	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	136	rule	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	137	rule	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	138	rule	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	139	rule	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	142	syntax	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	142	attribute	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	143	rule	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	143	attribute	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	144	rule	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	145	rule	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	146	rule	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	147	rule	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	148	rule	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	149	rule	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	150	rule	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	151	rule	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	154	rule	rule applyCmp("==", V:Val, noneV) => V ==K noneV
ITEM	reference-semantics/semantics/float.k	155	rule	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
ITEM	reference-semantics/semantics/float.k	160	syntax	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	160	attribute	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	161	rule	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
ITEM	reference-semantics/semantics/float.k	161	attribute	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
ITEM	reference-semantics/semantics/float.k	162	rule	rule decStrToF(CS:IntSeq)
ITEM	reference-semantics/semantics/float.k	164	requires	requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
ITEM	reference-semantics/semantics/float.k	164	attribute	requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
ITEM	reference-semantics/semantics/float.k	165	syntax	syntax Int ::= headIS(IntSeq) [function]
ITEM	reference-semantics/semantics/float.k	165	attribute	syntax Int ::= headIS(IntSeq) [function]
ITEM	reference-semantics/semantics/float.k	166	rule	rule headIS(iCons(C:Int, _:IntSeq)) => C
ITEM	reference-semantics/semantics/float.k	167	syntax	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	167	attribute	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	168	rule	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
ITEM	reference-semantics/semantics/float.k	169	rule	rule intPartAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	170	rule	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
ITEM	reference-semantics/semantics/float.k	171	rule	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
ITEM	reference-semantics/semantics/float.k	172	requires	requires C =/=Int 46
ITEM	reference-semantics/semantics/float.k	173	syntax	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	173	attribute	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	174	rule	rule fracPart(.IntSeq) => 0
ITEM	reference-semantics/semantics/float.k	175	rule	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
ITEM	reference-semantics/semantics/float.k	176	rule	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
ITEM	reference-semantics/semantics/float.k	177	rule	rule fracAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	178	rule	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
ITEM	reference-semantics/semantics/float.k	179	syntax	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	179	attribute	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	180	rule	rule fracScale(.IntSeq) => 1
ITEM	reference-semantics/semantics/float.k	181	rule	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
ITEM	reference-semantics/semantics/float.k	182	rule	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
ITEM	reference-semantics/semantics/float.k	183	rule	rule fscAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	184	rule	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
ITEM	reference-semantics/semantics/float.k	185	rule	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
ITEM	reference-semantics/semantics/float.k	186	rule	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
ITEM	reference-semantics/semantics/float.k	187	rule	rule applyBuiltin("float", F:Float, .Vals)        => F
ITEM	reference-semantics/semantics/float.k	190	syntax	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
ITEM	reference-semantics/semantics/float.k	190	attribute	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
ITEM	reference-semantics/semantics/float.k	191	rule	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	191	attribute	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	192	rule	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
ITEM	reference-semantics/semantics/float.k	195	syntax	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	195	attribute	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	196	rule	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	196	attribute	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	197	rule	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	198	rule	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	199	rule	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	200	rule	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	201	rule	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	202	rule	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	203	rule	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	204	rule	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	205	rule	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	206	rule	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	209	syntax	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	209	attribute	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	210	rule	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
ITEM	reference-semantics/semantics/float.k	210	attribute	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
ITEM	reference-semantics/semantics/float.k	211	rule	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
ITEM	reference-semantics/semantics/float.k	213	rule	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
ITEM	reference-semantics/semantics/float.k	214	rule	rule applyBuiltin("float", F:Float, .Vals) => F
ITEM	reference-semantics/semantics/float.k	217	syntax	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	217	attribute	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	218	rule	rule roundF(F:Float)
ITEM	reference-semantics/semantics/float.k	222	attribute	#else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
ITEM	reference-semantics/semantics/float.k	223	syntax	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
ITEM	reference-semantics/semantics/float.k	223	attribute	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
ITEM	reference-semantics/semantics/float.k	224	rule	rule roundFN(F:Float, N:Int)
ITEM	reference-semantics/semantics/float.k	226	attribute	/Float Int2Float(10 ^Int N, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	227	rule	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
ITEM	reference-semantics/semantics/float.k	228	rule	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
ITEM	reference-semantics/semantics/float.k	230	syntax	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	230	attribute	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	231	rule	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	231	attribute	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	232	syntax	syntax KItem ::= "#mathSqrt"
ITEM	reference-semantics/semantics/float.k	233	rule	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	233	attribute	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	234	rule	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
ITEM	reference-semantics/semantics/float.k	235	rule	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
ITEM	reference-semantics/semantics/float.k	243	syntax	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
ITEM	reference-semantics/semantics/float.k	244	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	245	rule	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
ITEM	reference-semantics/semantics/float.k	246	rule	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
ITEM	reference-semantics/semantics/float.k	247	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	248	requires	requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	250	syntax	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
ITEM	reference-semantics/semantics/float.k	251	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	252	rule	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
ITEM	reference-semantics/semantics/float.k	253	rule	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
ITEM	reference-semantics/semantics/float.k	254	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	255	requires	requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	261	syntax	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
ITEM	reference-semantics/semantics/float.k	262	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)
ITEM	reference-semantics/semantics/float.k	264	requires	requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
ITEM	reference-semantics/semantics/float.k	265	rule	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
ITEM	reference-semantics/semantics/float.k	266	rule	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
ITEM	reference-semantics/semantics/float.k	267	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
ITEM	reference-semantics/semantics/float.k	269	requires	requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	270	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
ITEM	reference-semantics/semantics/float.k	272	requires	requires isInt(V) orBool isBool(V)
COUNT	reference-semantics/semantics/float.k	rules=121	syntax=34	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/functions.k	SHA256	e4c8f67741117b29703c3c61d48a5b0f92cf7bd531e78e25c03e794a910ac193
ITEM	reference-semantics/semantics/functions.k	3	module	module MPY-FUNCTIONS
ITEM	reference-semantics/semantics/functions.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/functions.k	8	syntax	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)
ITEM	reference-semantics/semantics/functions.k	14	rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>
ITEM	reference-semantics/semantics/functions.k	18	syntax	syntax Expr ::= closureExpr(ParamNames, Stmts)
ITEM	reference-semantics/semantics/functions.k	19	rule	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>
ITEM	reference-semantics/semantics/functions.k	27	syntax	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
ITEM	reference-semantics/semantics/functions.k	31	syntax	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)
ITEM	reference-semantics/semantics/functions.k	33	rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),
ITEM	reference-semantics/semantics/functions.k	36	rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
ITEM	reference-semantics/semantics/functions.k	41	requires	requires FV in_keys(M)
ITEM	reference-semantics/semantics/functions.k	42	rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
ITEM	reference-semantics/semantics/functions.k	47	rule	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)
ITEM	reference-semantics/semantics/functions.k	50	rule	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),
ITEM	reference-semantics/semantics/functions.k	53	rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,
ITEM	reference-semantics/semantics/functions.k	58	requires	requires FV in_keys(M)
ITEM	reference-semantics/semantics/functions.k	59	rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)
ITEM	reference-semantics/semantics/functions.k	63	rule	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
ITEM	reference-semantics/semantics/functions.k	64	rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>
ITEM	reference-semantics/semantics/functions.k	68	rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))
ITEM	reference-semantics/semantics/functions.k	72	requires	requires "$cells" in_keys(M)
ITEM	reference-semantics/semantics/functions.k	75	attribute	[priority(40)]
ITEM	reference-semantics/semantics/functions.k	78	rule	rule <k> Return(V:Val) ~> _ => #pop </k>
ITEM	reference-semantics/semantics/functions.k	80	rule	rule <k> #endcall => #pop ... </k>
ITEM	reference-semantics/semantics/functions.k	85	rule	rule <k> #pop => V ~> CONT </k>
COUNT	reference-semantics/semantics/functions.k	rules=15	syntax=4	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/int.k	SHA256	dc2da7d81578370651ecb6905b69cb44443cdd8db3869441242b81420382abe5
ITEM	reference-semantics/semantics/int.k	4	module	module MPY-INT
ITEM	reference-semantics/semantics/int.k	5	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/int.k	7	rule	rule applyUn("-", I:Int) => 0 -Int I
ITEM	reference-semantics/semantics/int.k	9	rule	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
ITEM	reference-semantics/semantics/int.k	11	rule	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
ITEM	reference-semantics/semantics/int.k	12	rule	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
ITEM	reference-semantics/semantics/int.k	13	rule	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
ITEM	reference-semantics/semantics/int.k	14	rule	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
ITEM	reference-semantics/semantics/int.k	15	rule	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
ITEM	reference-semantics/semantics/int.k	16	rule	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
ITEM	reference-semantics/semantics/int.k	17	rule	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
ITEM	reference-semantics/semantics/int.k	19	syntax	syntax Int ::= pyMod(Int, Int) [function]
ITEM	reference-semantics/semantics/int.k	19	attribute	syntax Int ::= pyMod(Int, Int) [function]
ITEM	reference-semantics/semantics/int.k	20	rule	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
ITEM	reference-semantics/semantics/int.k	22	rule	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
ITEM	reference-semantics/semantics/int.k	23	rule	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
ITEM	reference-semantics/semantics/int.k	24	rule	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
ITEM	reference-semantics/semantics/int.k	25	rule	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
ITEM	reference-semantics/semantics/int.k	26	rule	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
ITEM	reference-semantics/semantics/int.k	27	rule	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
COUNT	reference-semantics/semantics/int.k	rules=16	syntax=1	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/iter.k	SHA256	5085db2fed67b7bbd39f6289ec275905aaee742690895d7b3f843f73bd62f77f
ITEM	reference-semantics/semantics/iter.k	6	module	module MPY-ITER
ITEM	reference-semantics/semantics/iter.k	7	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/iter.k	8	syntax	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
COUNT	reference-semantics/semantics/iter.k	rules=0	syntax=1	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/list.k	SHA256	870c72341c25e2c16283726191a71bf5b571ed2995c8ae12e3e2923cdce5a9aa
ITEM	reference-semantics/semantics/list.k	3	module	module MPY-LIST
ITEM	reference-semantics/semantics/list.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/list.k	5	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/list.k	6	imports	imports MPY-OPERATORS
